fid,BAUMNUMMER,FID_ANLAGE,BAUMART_K,BAUMART_L,BAUMART_D,EIGENTUEMER,PFLEGEZUSTAENDIGKEIT,PFLEGESTUFE,BAUMSTATUS,PFLANZJAHR,FALLDATUM,SCHUTZART,KATEGORIE,BAUMHOEHE,MINDESTBAUMHOEHE,KRONE,KRONENDURCHMESSER,MINDESTDURCHMESSER,BAUMTYP,LAGEGENAUIGKEIT,FORMSCHNITT,$GEOMETRY1,Z,BREITENGRAD,LAENGENGRAD,DATE_CREATED,DATE_MODIFED,$SQLLABEL1,X,Y
1276211,37240,SH Steinacker,saca,Salix caprea ,Salweide,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,,,,Laubbaum,7.6,4,kleinkronig,2.5,3,Parkbaum,geschätzt,NEIN,2699016.48 / 1260199.29,,47.48509872,8.75244143,"06.10.2021","03.12.2025",false,2699016.48,1260199.29
1276214,37241,SH Steinacker,saca,Salix caprea ,Salweide,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,,,,Laubbaum,7,4,kleinkronig,2,3,Parkbaum,geschätzt,NEIN,2699018.35 / 1260201.64,,47.4851196,8.75246676,"06.10.2021","03.12.2025",false,2699018.35,1260201.64
1276217,37244,SH Steinacker,saca,Salix caprea ,Salweide,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,,,,Laubbaum,10,4,kleinkronig,4,3,Parkbaum,VA,NEIN,2699035.00 / 1260224.00,450.05,47.48531814,8.75269258,"06.10.2021","03.12.2025",false,2699035,1260224
1276229,37402,Verkehrsgrün überkommunal. Deutweg,aehi,Aesculus hippocastanum ,Gewöhnliche Rosskastanie,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1950,,,Laubbaum,23,20,grosskronig,20,12,Strassenbaum,VA,NEIN,2697697.70 / 1260927.20,447.6,47.49184183,8.73510566,"06.10.2021","03.12.2025",false,2697697.7,1260927.2
1276232,37403,Verkehrsgrün überkommunal. Deutweg,aehi,Aesculus hippocastanum ,Gewöhnliche Rosskastanie,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1950,,,Laubbaum,21,20,grosskronig,17,12,Strassenbaum,VA,NEIN,2697683.60 / 1260914.05,448.25,47.49172567,8.7349157,"06.10.2021","03.12.2025",false,2697683.6,1260914.05
1276235,37239,SH Steinacker,maxs,Malus Hybride ,Zierapfel,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,,,,Laubbaum,4.5,8,grosskronig,3,8,Parkbaum,VA,NEIN,2699140.55 / 1260219.40,453.7,47.48526087,8.75409181,"06.10.2021","03.12.2025",false,2699140.55,1260219.4
1276238,37410,Verkehrsgrün kommunal. Deutweg,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1991,,,Laubbaum,14,20,grosskronig,9,10,Parkbaum,VA,NEIN,2697590.65 / 1261069.10,444.95,47.49313379,8.73371639,"06.10.2021","03.12.2025",false,2697590.65,1261069.1
1276241,37412,Verkehrsgrün kommunal. Deutweg,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2000,,,Laubbaum,10,20,grosskronig,6,10,Parkbaum,VA,NEIN,2697596.65 / 1261054.45,444.9,47.49300116,8.7337928,"06.10.2021","03.12.2025",false,2697596.65,1261054.45
1276244,37243,SH Steinacker,saca,Salix caprea ,Salweide,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,,,,Laubbaum,8.5,4,kleinkronig,2.5,3,Strassenbaum,geschätzt,NEIN,2699016.96 / 1260204.37,,47.48514432,8.75244883,"06.10.2021","03.12.2025",false,2699016.96,1260204.37
1276247,37242,SH Steinacker,saca,Salix caprea ,Salweide,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,,,,Laubbaum,8.5,4,kleinkronig,2.8,3,Parkbaum,geschätzt,NEIN,2699021.50 / 1260206.79,,47.48516543,8.75250968,"06.10.2021","03.12.2025",false,2699021.5,1260206.79
1276253,37247,SH Steinacker,saca,Salix caprea ,Salweide,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,,,,Laubbaum,12,4,grosskronig,5,3,Strassenbaum,VA,NEIN,2699045.55 / 1260222.15,450.65,47.48529991,8.75283213,"06.10.2021","03.12.2025",false,2699045.55,1260222.15
1276256,37238,SH Steinacker,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2010,,,Laubbaum,8,20,grosskronig,3.8,12,Parkbaum,VA,NEIN,2699030.05 / 1260190.75,451.85,47.48501987,8.75261953,"06.10.2021","03.12.2025",false,2699030.05,1260190.75
1276259,37401,Verkehrsgrün überkommunal. Deutweg,aehi,Aesculus hippocastanum ,Gewöhnliche Rosskastanie,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1956,,,Laubbaum,22,20,grosskronig,13,12,Strassenbaum,VA,NEIN,2697704.40 / 1260926.20,447.7,47.49183184,8.73519434,"06.10.2021","03.12.2025",false,2697704.4,1260926.2
1276262,37407,Verkehrsgrün überkommunal. Deutweg,aehi,Aesculus hippocastanum ,Gewöhnliche Rosskastanie,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1945,,,Laubbaum,18,20,grosskronig,13,12,Strassenbaum,VA,NEIN,2697648.80 / 1260885.75,449.3,47.49147634,8.73444778,"06.10.2021","03.12.2025",false,2697648.8,1260885.75
1276265,37237,Mattenbach (Waldegg),prpa,Prunus padus ,Gewöhnliche Traubenkirsche,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2021,,,Laubbaum,4.2,10,grosskronig,1.2,8,Strassenbaum,VA,NEIN,2699047.55 / 1260161.50,451.65,47.4847542,8.75284519,"06.10.2021","03.12.2025",false,2699047.55,1260161.5
1276268,37250,SH Steinacker,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,,,,Laubbaum,9,15,grosskronig,4.3,8,Parkbaum,VA,NEIN,2699035.65 / 1260207.00,451,47.48516516,8.75269743,"06.10.2021","03.12.2025",false,2699035.65,1260207
1276271,37118,SH Laubegg,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2021,,,Laubbaum,5,10,grosskronig,3,8,Strassenbaum,VA,NEIN,2695179.60 / 1259408.85,466.85,47.47855686,8.70137152,"06.10.2021","03.12.2025",false,2695179.6,1259408.85
1276274,37119,SH Laubegg,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2021,,,Laubbaum,5.5,10,grosskronig,3.5,8,Strassenbaum,VA,NEIN,2695177.45 / 1259408.55,466.9,47.47855447,8.70134294,"06.10.2021","03.12.2025",false,2695177.45,1259408.55
1276277,37120,SH Laubegg,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2021,,,Laubbaum,6,10,grosskronig,3.5,8,Strassenbaum,VA,NEIN,2695179.20 / 1259403.80,466.8,47.4785115,8.70136514,"06.10.2021","03.12.2025",false,2695179.2,1259403.8
1276280,37404,Verkehrsgrün überkommunal. Deutweg,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1965,,,Laubbaum,19,10,grosskronig,18,8,Strassenbaum,VA,NEIN,2697673.20 / 1260905.50,448.5,47.49165033,8.73477585,"06.10.2021","03.12.2025",false,2697673.2,1260905.5
1276283,37408,Verkehrsgrün überkommunal. Deutweg,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1960,,,Laubbaum,16,10,grosskronig,20,8,Strassenbaum,VA,NEIN,2697638.40 / 1260877.20,449.2,47.491401,8.73430793,"06.10.2021","03.12.2025",false,2697638.4,1260877.2
1276286,37409,Verkehrsgrün überkommunal. Deutweg,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1980,,,Laubbaum,16,10,grosskronig,8,8,Strassenbaum,VA,NEIN,2697637.75 / 1260873.60,449.6,47.49136872,8.73429851,"06.10.2021","03.12.2025",false,2697637.75,1260873.6
1276289,37236,Mattenbach (Waldegg),pont,Populus nigra 'Italica',Italienische Säulenpappel,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2021,,,Laubbaum,8,25,grosskronig,1,8,Strassenbaum,VA,NEIN,2698882.90 / 1260289.25,450.2,47.4859278,8.75068925,"06.10.2021","03.12.2025",false,2698882.9,1260289.25
1276292,37405,Verkehrsgrün überkommunal. Deutweg,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1965,,,Laubbaum,19,10,grosskronig,16,8,Strassenbaum,VA,NEIN,2697667.35 / 1260903.60,447.95,47.49163411,8.73469781,"06.10.2021","03.12.2025",false,2697667.35,1260903.6
1276295,37406,Verkehrsgrün überkommunal. Deutweg,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1967,,,Laubbaum,19,10,grosskronig,16,8,Strassenbaum,VA,NEIN,2697661.60 / 1260895.80,448.75,47.49156482,8.73461981,"06.10.2021","03.12.2025",false,2697661.6,1260895.8
1276298,37411,Verkehrsgrün kommunal. Deutweg,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1992,,,Laubbaum,14,20,grosskronig,10,10,Parkbaum,VA,NEIN,2697593.75 / 1261061.95,444.95,47.49306903,8.73375596,"06.10.2021","03.12.2025",false,2697593.75,1261061.95
1276301,37117,SH Laubegg,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2021,,,Laubbaum,4.5,10,grosskronig,2.5,8,Strassenbaum,VA,NEIN,2695185.65 / 1259401.65,466.65,47.47849123,8.70145024,"06.10.2021","03.12.2025",false,2695185.65,1259401.65
1276304,37121,SH Laubegg,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2021,,,Laubbaum,4.5,10,grosskronig,3,8,Strassenbaum,VA,NEIN,2695188.00 / 1259403.45,466.45,47.47850708,8.70148179,"06.10.2021","03.12.2025",false,2695188,1259403.45
1276307,37116,SH Laubegg,pisy,Pinus sylvestris ,Gemeine Kiefer. Wald-Föhre,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2021,,,Nadelbaum,5,15,grosskronig,5,10,Strassenbaum,VA,NEIN,2695250.30 / 1259355.45,463.5,47.47806641,8.70229793,"06.10.2021","03.12.2025",false,2695250.3,1259355.45
1290058,37701,SH Hegifeld,ceal,Cedrus atlantica 'Glauca',Blaue Atlaszeder,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2001,,,Nadelbaum,10,20,grosskronig,6,12,Strassenbaum,VA,NEIN,2699753.30 / 1262786.92,457.72,47.50825709,8.76279522,22.10.2021,"03.12.2025",false,2699753.3,1262786.92
1290070,37703,KG Hegifeld,pisy,Pinus sylvestris ,Gemeine Kiefer. Wald-Föhre,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2011,,,Nadelbaum,11,15,grosskronig,6,10,Strassenbaum,VA,NEIN,2699775.87 / 1262772.69,457.906,47.50812562,8.76309149,22.10.2021,"03.12.2025",false,2699775.87,1262772.69
1290078,37702,KG Hegifeld,maar,Malus domestica 'ariwa',Apfel,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2014,,,Hochstammobstbaum,5,4,grosskronig,4,5,Strassenbaum,VA,NEIN,2699736.87 / 1262750.04,457.319,47.50792786,8.76256884,22.10.2021,"03.12.2025",false,2699736.87,1262750.04
1294176,37863,SchuBe Eichliacker,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1965,,,Laubbaum,9,10,grosskronig,9,8,Strassenbaum,VA,NEIN,2695975.38 / 1260296.18,440.743,47.48642083,8.71211817,26.10.2021,"03.12.2025",false,2695975.38,1260296.18
1294553,36079,Schloss Hegi,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2022,,,Laubbaum,5.5,20,grosskronig,1.5,12,Parkbaum,VA,NEIN,2700416.75 / 1262842.65,461.2,47.50865722,8.77161298,30.10.2021,"03.12.2025",false,2700416.75,1262842.65
1294556,36074,Schloss Hegi,prdo,Prunus domestica ,Kultur-Pflaume. Zwetschge,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2022,,,Hochstammobstbaum,5.5,12,grosskronig,1.5,8,Parkbaum,VA,NEIN,2700430.10 / 1262834.25,461.9,47.50857964,8.77178826,30.10.2021,"03.12.2025",true,2700430.1,1262834.25
1294559,36078,Schloss Hegi,prav,Prunus avium ,Vogelkirsche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2022,,,Laubbaum,5.5,10,grosskronig,1.5,8,Parkbaum,VA,NEIN,2700436.60 / 1262837.75,462.25,47.50861012,8.77187532,30.10.2021,"03.12.2025",true,2700436.6,1262837.75
1294562,36077,Schloss Hegi,prma,Prunus mahaleb ,Steinweichsel,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2022,,,Hochstammobstbaum,5.5,10,grosskronig,1.5,5,Parkbaum,VA,NEIN,2700436.75 / 1262831.75,462.35,47.50855614,8.77187596,30.10.2021,"03.12.2025",true,2700436.75,1262831.75
1294568,36076,Schloss Hegi,pyha,Pyrus communis 'Harrow Sweet',Birne,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2022,,,Hochstammobstbaum,5.5,6,kleinkronig,1.5,4,Parkbaum,VA,NEIN,2700436.95 / 1262825.25,462.75,47.50849766,8.77187715,30.10.2021,"03.12.2025",true,2700436.95,1262825.25
1294920,36100,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,13,20,grosskronig,8,12,Parkbaum,VA,NEIN,2699853.50 / 1262479.85,458.05,47.50548048,8.76405622,"03.11.2021","03.12.2025",false,2699853.5,1262479.85
1294923,36108,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,13,20,grosskronig,9,12,Parkbaum,VA,NEIN,2699845.50 / 1262480.30,458,47.50548574,8.76395015,"03.11.2021","03.12.2025",false,2699845.5,1262480.3
1294926,36109,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,8,20,grosskronig,6,12,Parkbaum,VA,NEIN,2699851.35 / 1262481.95,458,47.50549969,8.76402816,"03.11.2021","03.12.2025",false,2699851.35,1262481.95
1294929,36110,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,11,20,grosskronig,8,12,Parkbaum,VA,NEIN,2699915.30 / 1262498.50,458.2,47.5056388,8.76488056,"03.11.2021","03.12.2025",false,2699915.3,1262498.5
1294932,36111,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,10,20,grosskronig,6,12,Parkbaum,VA,NEIN,2699918.05 / 1262499.45,458.15,47.50564693,8.76491727,"03.11.2021","03.12.2025",false,2699918.05,1262499.45
1294935,36112,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,12,20,grosskronig,7.5,12,Parkbaum,VA,NEIN,2699920.80 / 1262500.25,458.2,47.5056537,8.76495395,"03.11.2021","03.12.2025",false,2699920.8,1262500.25
1294938,36113,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,7,20,grosskronig,6,12,Parkbaum,VA,NEIN,2699918.70 / 1262502.35,458.2,47.50567291,8.76492655,"03.11.2021","03.12.2025",false,2699918.7,1262502.35
1294941,36114,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2008,,,Laubbaum,6.5,20,grosskronig,5,12,Parkbaum,VA,NEIN,2699915.85 / 1262501.60,458.2,47.5056666,8.76488856,"03.11.2021","03.12.2025",false,2699915.85,1262501.6
1294944,36115,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,9,20,grosskronig,7,12,Parkbaum,VA,NEIN,2699910.10 / 1262500.00,458.2,47.50565308,8.76481189,"03.11.2021","03.12.2025",false,2699910.1,1262500
1294947,36101,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,11,20,grosskronig,5,12,Parkbaum,VA,NEIN,2699850.65 / 1262479.00,458,47.50547327,8.76401821,"03.11.2021","03.12.2025",false,2699850.65,1262479
1294950,36102,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,13,20,grosskronig,7,12,Parkbaum,VA,NEIN,2699847.80 / 1262478.20,458.05,47.50546651,8.7639802,"03.11.2021","03.12.2025",false,2699847.8,1262478.2
1294953,36116,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,11,20,grosskronig,11,12,Parkbaum,VA,NEIN,2699905.05 / 1262501.45,458.2,47.50566689,8.76474519,"03.11.2021","03.12.2025",false,2699905.05,1262501.45
1294956,36117,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,12,20,grosskronig,7,12,Parkbaum,VA,NEIN,2699910.90 / 1262503.00,458.25,47.50567994,8.76482318,"03.11.2021","03.12.2025",false,2699910.9,1262503
1294959,36118,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,12,20,grosskronig,6,12,Parkbaum,VA,NEIN,2699913.65 / 1262503.75,458.2,47.50568627,8.76485984,"03.11.2021","03.12.2025",false,2699913.65,1262503.75
1294962,36119,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,1,Aktiv,2008,,,Laubbaum,8,20,grosskronig,3.5,12,Parkbaum,VA,NEIN,2699916.65 / 1262504.40,458.2,47.50569165,8.7648998,"03.11.2021","03.12.2025",false,2699916.65,1262504.4
1294965,36120,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,8,20,grosskronig,9,12,Strassenbaum,VA,NEIN,2699914.50 / 1262506.60,458.35,47.50571177,8.76487176,"03.11.2021","03.12.2025",false,2699914.5,1262506.6
1294968,36096,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,12,20,grosskronig,5.5,12,Parkbaum,VA,NEIN,2699841.25 / 1262473.85,458,47.50542838,8.7638923,"03.11.2021","03.12.2025",false,2699841.25,1262473.85
1294971,36097,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,11,20,grosskronig,7,12,Parkbaum,VA,NEIN,2699847.00 / 1262475.35,458,47.505441,8.76396895,"03.11.2021","03.12.2025",false,2699847,1262475.35
1294974,36098,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,14,20,grosskronig,11,12,Parkbaum,VA,NEIN,2699852.85 / 1262476.80,458.1,47.50545315,8.76404691,"03.11.2021","03.12.2025",false,2699852.85,1262476.8
1294977,36099,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,13,20,grosskronig,3,12,Parkbaum,VA,NEIN,2699855.70 / 1262477.70,458.05,47.50546081,8.76408493,"03.11.2021","03.12.2025",false,2699855.7,1262477.7
1294980,36139,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,3,20,grosskronig,2,12,Parkbaum,VA,NEIN,2699992.70 / 1262457.05,458.55,47.50525429,8.76589846,"03.11.2021","03.12.2025",false,2699992.7,1262457.05
1294983,36148,Eulachpark,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2008,,,Laubbaum,12,20,grosskronig,8,12,Parkbaum,VA,NEIN,2699998.35 / 1262447.70,458.45,47.50516935,8.76597134,"03.11.2021","03.12.2025",false,2699998.35,1262447.7
